cohort,method,horizon,hours,rmse,persistence_rmse,relative_rmse
shock,causal_transformer,4.0,16.0,0.9279108643531799,1.0621092319488523,0.8736491845104921
shock,causal_transformer,5.0,20.0,1.000032067298889,1.0755211114883425,0.9298116574532049
shock,causal_transformer,6.0,24.0,1.0825624465942383,1.0983271598815918,0.9856466143575535
shock,causal_transformer,7.0,28.0,1.168214201927185,1.104308843612671,1.057869099468091
shock,causal_transformer,8.0,32.0,1.2630651394526164,1.121934175491333,1.1257925527578099
shock,causal_transformer,9.0,36.0,1.3660897016525269,1.146150827407837,1.1918934829389856
shock,causal_transformer,10.0,40.0,1.4660601218541462,1.152491569519043,1.2720788252411785
shock,deterministic_grud_point,1.0,4.0,0.7610045472780863,0.9491375088691713,0.8017853473989962
shock,deterministic_grud_point,2.0,8.0,0.8217322826385498,0.9990647435188292,0.8225015325276192
shock,deterministic_grud_point,3.0,12.0,0.9019800424575806,1.0431914329528809,0.8646352088076642
shock,deterministic_grud_point,4.0,16.0,0.9663036465644836,1.0621092319488523,0.9097968622223761
shock,deterministic_grud_point,5.0,20.0,1.0373414357503254,1.0755211114883425,0.9645012307706515
shock,deterministic_grud_point,6.0,24.0,1.0895239909489949,1.0983271598815918,0.9919849301245123
shock,deterministic_grud_point,7.0,28.0,1.1318681240081785,1.104308843612671,1.0249561348303156
shock,deterministic_grud_point,8.0,32.0,1.1554967959721882,1.121934175491333,1.0299149640095036
shock,deterministic_grud_point,9.0,36.0,1.1785496870676677,1.146150827407837,1.0282675358993587
shock,deterministic_grud_point,10.0,40.0,1.2040039698282878,1.152491569519043,1.0446965528179455
shock,hgb_residual,1.0,4.0,0.7650752663612366,0.9491375088691713,0.8060742086494596
shock,hgb_residual,2.0,8.0,0.8077266812324524,0.9990647435188292,0.8084828200298004
shock,hgb_residual,3.0,12.0,0.8511161208152771,1.0431914329528809,0.8158772147946891
shock,hgb_residual,4.0,16.0,0.879561722278595,1.0621092319488523,0.8281273675257459
shock,hgb_residual,5.0,20.0,0.9126121997833252,1.0755211114883425,0.8485302520193412
shock,hgb_residual,6.0,24.0,0.943267285823822,1.0983271598815918,0.8588217794099834
shock,hgb_residual,7.0,28.0,0.9702412486076356,1.104308843612671,0.8785959237938887
shock,hgb_residual,8.0,32.0,0.9885284304618835,1.121934175491333,0.8810930730664065
shock,hgb_residual,9.0,36.0,1.0115997791290283,1.146150827407837,0.8826061587521491
shock,hgb_residual,10.0,40.0,1.042396068572998,1.152491569519043,0.9044717515877448
shock,matched_gaussian_ensemble,1.0,4.0,0.772072970867157,0.9491375088691713,0.8134469069576927
shock,matched_gaussian_ensemble,2.0,8.0,0.8220232725143433,0.9990647435188292,0.8227927948083483
shock,matched_gaussian_ensemble,3.0,12.0,0.8897446393966675,1.0431914329528809,0.852906390228049
shock,matched_gaussian_ensemble,4.0,16.0,0.9498888850212096,1.0621092319488523,0.8943419908687444
shock,matched_gaussian_ensemble,5.0,20.0,1.0081943273544312,1.0755211114883425,0.9374007786413953
shock,matched_gaussian_ensemble,6.0,24.0,1.0492358207702637,1.0983271598815918,0.9553035371385876
shock,matched_gaussian_ensemble,7.0,28.0,1.07740581035614,1.104308843612671,0.9756381256818342
shock,matched_gaussian_ensemble,8.0,32.0,1.0925010442733765,1.121934175491333,0.973765723639654
shock,matched_gaussian_ensemble,9.0,36.0,1.1248013973236084,1.146150827407837,0.9813729314033538
shock,matched_gaussian_ensemble,10.0,40.0,1.1408934593200684,1.152491569519043,0.9899364902045967
shock,persistence_locf,1.0,4.0,0.9491375088691713,0.9491375088691713,1.0
shock,persistence_locf,2.0,8.0,0.9990647435188292,0.9990647435188292,1.0
shock,persistence_locf,3.0,12.0,1.0431914329528809,1.0431914329528809,1.0
shock,persistence_locf,4.0,16.0,1.0621092319488523,1.0621092319488523,1.0
shock,persistence_locf,5.0,20.0,1.0755211114883425,1.0755211114883425,1.0
shock,persistence_locf,6.0,24.0,1.0983271598815918,1.0983271598815918,1.0
shock,persistence_locf,7.0,28.0,1.104308843612671,1.104308843612671,1.0
shock,persistence_locf,8.0,32.0,1.121934175491333,1.121934175491333,1.0
shock,persistence_locf,9.0,36.0,1.146150827407837,1.146150827407837,1.0
shock,persistence_locf,10.0,40.0,1.152491569519043,1.152491569519043,1.0
shock,single_gaussian_grud,1.0,4.0,0.7754425406455994,0.9491375088691713,0.8169970456330222
shock,single_gaussian_grud,2.0,8.0,0.8411392370859782,0.9990647435188292,0.8419266544462194
shock,single_gaussian_grud,3.0,12.0,0.9410327871640524,1.0431914329528809,0.9020710460594409
shock,single_gaussian_grud,4.0,16.0,1.036320964495341,1.0621092319488523,0.9757197596275549
shock,single_gaussian_grud,5.0,20.0,1.12277885278066,1.0755211114883425,1.0439393897409606
shock,single_gaussian_grud,6.0,24.0,1.1820903619130452,1.0983271598815918,1.0762643455347891
shock,single_gaussian_grud,7.0,28.0,1.2232533693313599,1.104308843612671,1.1077094749414214
shock,single_gaussian_grud,8.0,32.0,1.245091120402018,1.121934175491333,1.1097719880551373
shock,single_gaussian_grud,9.0,36.0,1.2765103578567505,1.146150827407837,1.1137368026368204
shock,single_gaussian_grud,10.0,40.0,1.295947750409444,1.152491569519043,1.1244748201934944
